Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
0.6666666666666665,0.1968503937007874,0.2857142857142857,0.5,0.0,0.31428571428571433,0.6666666666666667,0.5,1.0,0.4785150078988941,0.5577996386267817,0.4444444444444444,0.0,0.0,0.0,0.0,0.3333333333333333,0.7000000000000001,0.16666666666666666,1.0,0.17500000000000002,0.38888888888888884,0.26666666666666666,0.1764705882352941,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.6666666666666665,0.732283464566929,0.3214285714285714,0.5,0.6666666666666667,0.9142857142857141,0.3333333333333333,0.5,1.0,0.42453923117430226,0.3802047781569966,0.2222222222222222,1.0,0.5714285714285713,0.0,0.6666666666666667,0.3333333333333333,0.375,0.5,0.6666666666666667,0.07500000000000001,0.1111111111111111,0.06666666666666667,0.11764705882352941,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.315759871416475,0.5296326925036539,0.09232304487722244,0.6692173357324304,0.32313065707027855,0.28420883220031395,0.5589564476432405,0.0,0.8922897809765739,0.17514166460024647,0.9084662129578598,0.6768693429297215,1.0,0.2835279979436311,0.0,0.22562311430990714,0.7845795619531476,0.08384346714648608,0.3384346714648607,0.7845795619531476,0.04192173357324304,0.07520770476996905,0.09024924572396287,0.07963168740349663,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.09523809523809518,0.3428775948460988,0.0,0.25,1.0,0.4714285714285715,0.6666666666666667,0.0,0.6666666666666667,0.12459189046866773,0.6235695643445092,0.0,0.0,0.0714285714285714,0.0,1.0,0.0,0.1,0.3333333333333333,1.0,0.07500000000000001,0.1111111111111111,0.06666666666666667,0.11764705882352941,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.2310544357127274,0.5089477451682176,0.19109413452043317,0.5,0.4705291222197982,0.42521768428602597,0.6666666666666667,0.0,1.0,0.0707139017078617,0.35331277802961486,0.3594180111086871,1.0,0.26894556428727256,0.0,0.2743915777729297,0.3333333333333333,0.17057936833296974,0.3333333333333333,0.19613754444686848,0.08086905249945459,0.09146385925764322,0.07845501777874739,0.09684408627279872,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.41158736665939455,0.0,0.0,0.0,0.5884126333406055,0.0,0.0,0.0,1.0,0.0
0.23360520235420118,0.2475317332261071,0.4700012590690151,0.6485726876404436,1.0,0.5376297032423891,0.5314302501872583,0.0,0.39619383370784983,0.07314676632408543,0.715724442460483,0.33650513857679176,1.0,0.3457117675762554,0.4057092494382253,0.8647635835205916,0.0,0.14928634382022185,0.536187958052446,0.6666666666666667,0.11885815011235495,0.06603230561797496,0.2773356835954949,0.24470795611367194,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.02500150004096515,0.2998558439242292,0.05267744639784756,0.38125787521506704,0.5083438336200894,0.41391912117049096,0.4916561663799106,0.0,0.824989499713244,0.04262190431325052,0.7320985509385463,0.1111111111111111,0.4749684991397318,0.1089308214900191,0.0,0.8416771669534228,0.0,0.02625157504301341,0.4208385834767113,0.6499789994264878,0.02625157504301341,0.05833683342891868,0.0,0.061768411865913905,0.0,0.4749684991397318,0.5250315008602682,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.5238095238095237,0.5697924123120973,0.17857142857142855,0.25,0.6666666666666667,0.11428571428571427,0.6666666666666667,0.75,1.0,0.8124275934702475,0.6138124874523188,0.1111111111111111,1.0,0.7142857142857143,1.0,1.0,0.0,0.525,0.3333333333333333,0.6666666666666667,0.525,0.38888888888888884,0.4666666666666667,0.4117647058823529,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4047619047619047,0.7444523979957051,0.7857142857142857,0.75,0.6666666666666667,0.0,0.6666666666666667,0.0,0.0,0.1582411795681938,0.5584420799036338,0.3333333333333333,1.0,0.2857142857142857,0.0,0.6666666666666667,0.3333333333333333,0.1,0.5,0.6666666666666667,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7619047619047619,0.11596277738010022,0.2857142857142857,0.5,0.6666666666666667,0.4142857142857143,0.6666666666666667,1.0,0.6666666666666667,0.9648235913638757,0.6996587030716723,0.4444444444444444,1.0,0.3571428571428571,0.0,0.6666666666666667,0.3333333333333333,0.675,0.3333333333333333,0.6666666666666667,0.025,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
